f_e,T_e
1.0228427659455549e-05,1.9588393377720392
9.324384381971401e-06,2.1337135495967376
1.0809301502239022e-05,2.4195124303177757
1.1738205301388117e-05,1.5543654389331933
1.2366748266592908e-05,1.8999999359394983
8.75449931269299e-06,2.144844818057252
1.5969222923770144e-05,1.32238342207084
1.3993073150569374e-05,1.700448073887347
1.228567077761785e-05,1.8000000693182268
7.65823096523887e-06,2.6300721647061875
1.2297352506753406e-05,1.8521193168194001
1.076180590634665e-05,1.6999999914724517
9.950366007837087e-06,1.8259036196472673
1.883053469540263e-05,1.236125953263835
9.86144690924492e-06,1.8999999938409018
1.6693935334887725e-05,1.3000000008061778
1.3120961219603495e-05,1.408853179998308
1.060260251563807e-05,2.030590704163534
8.669174073000612e-06,2.0879808510905686
2.0409887489326092e-05,0.9408894018350473
9.76106090893147e-06,1.9999998588214023
8.287569067165242e-06,2.40345117356161
1.200003178273157e-05,2.0999998913281734
1.7164945348117767e-05,1.146299048795066
1.1136052869931868e-05,1.6999999986156744
8.520800648598056e-06,1.8538704026152772
1.3923078191195157e-05,1.3504801599843486
1.1878350345674964e-05,1.8244034586899476
7.771218016387562e-06,2.317619150705112
1.1373159297389206e-05,1.3378381770247898
1.1724763640421973e-05,2.1652896791209217
1.4782469908094031e-05,1.0999999997278889
1.7272236992997384e-05,1.137453362015631
7.982098200847797e-06,2.132559107418751
1.2944740215389885e-05,1.420937795885868
1.2015336394371086e-05,1.8853251387253693
8.251574018037463e-06,2.0999999921316097
1.385291001430818e-05,1.7999999990376658
1.5702930395564214e-05,1.3537352694270148
1.1632088049580427e-05,1.7999999903535584
1.138284273226686e-05,1.9887041282155595
1.0301802485487509e-05,1.8576346425114167
8.107539710790976e-06,2.731802367724314
7.865973247318784e-06,2.1179408642266475
1.4190040782563686e-05,1.6999997916133205
9.56200257811928e-06,2.0137276861158315
1.0119871502485235e-05,1.7443872841753505
1.6137423376799932e-05,1.3240662534049137
1.717956691432891e-05,1.425940730166547
1.565799504933216e-05,1.1463914512002165
1.0981030079199565e-05,1.8353046005342641
8.835939657160917e-06,2.434050167223396
9.827727640773814e-06,1.8535927417569071
1.300905703271155e-05,1.243615134715612
1.1365871202539298e-05,1.481885769397404
1.7393735475942553e-05,0.9999998680183719
8.141609238622474e-06,2.0999999923035744
1.1767391883154033e-05,1.8219307691764972
1.3808045617867664e-05,1.3999999890247299
1.2820594601932753e-05,1.8577611716263742
1.1714205513151481e-05,1.7999999957602693
1.2011691611171979e-05,1.8999999988044152
1.4500960107693813e-05,1.3392858071817229
9.929143688930774e-06,2.0870232995344207
7.4485492136092535e-06,2.2301338395544152
1.5289603271356744e-05,1.2570960932230257
5.836821841563092e-06,3.5766959019486366
1.1760465847681511e-05,1.8505720013257836
8.128878553666378e-06,2.5380433754056044
9.960896193790786e-06,2.0942184321903934
1.187413858594866e-05,1.6330869966509856
1.2591839392571067e-05,1.6000000264760394
9.782655543238217e-06,2.017512696940657
1.2219669707198454e-05,1.9000000491814057
1.0966013481832497e-05,1.926035951497254
9.934911533296903e-06,2.3461932412384394
8.25116082296106e-06,2.3443136090595096
1.1993477665490217e-05,1.400000569045197
9.694948167402056e-06,2.09999999756791
1.694329119213348e-05,1.4425173809372382
1.2261634115794431e-05,1.7241525164033176
1.2075793752055146e-05,1.3566018446340908
6.8315395640806796e-06,3.5000048958241496
1.5119226086551163e-05,1.4217561144082618
9.93797307579416e-06,2.099999999486391
1.089620939505109e-05,2.399999624730979
1.342309151802011e-05,1.6139069540737732
1.3304875770805957e-05,1.6999997091320105
1.2300846740453516e-05,1.422732082140077
1.0476756794163989e-05,2.116536043175708
1.3181765668214648e-05,1.7386897441271008
8.80126631437352e-06,2.05327082598255
7.354182113353322e-06,3.0752829570609506
7.047300523207014e-06,3.6124278676045907
1.087288136836349e-05,1.8999999518423136
1.022019543487442e-05,1.8000003247422167
1.2580254339640843e-05,1.814174060502933
8.949831319660707e-06,2.0914068659068152
1.4951035086180471e-05,1.299999991693054
1.2291183341495048e-05,1.5350118665261157
1.30650471422053e-05,1.4231283533681278
9.388480512473141e-06,2.347489539489101
8.38308252340284e-06,2.344735869687427
1.1067688769673096e-05,1.5181557304278275
1.0105876252695997e-05,1.564572183152864
9.195827386625668e-06,2.3086412325610888
8.660396191510888e-06,1.82593233242374
1.0049818058555866e-05,2.000000008371397
9.549091631996488e-06,1.9310326478082713
7.6463767080604e-06,2.4408177282989674
9.166526878343854e-06,2.0345525589767637
1.2902120098324084e-05,1.5154187709228693
1.5283150465308354e-05,1.3184870717265065
1.6649338816197045e-05,1.1999999996776352
7.505996706723128e-06,2.7000001246600296
9.644628763559193e-06,2.000000029863887
9.504188775203518e-06,2.1835416282288684
1.0330901019231076e-05,2.0000002310908043
9.535336876019076e-06,1.7998946736990928
9.987137397358484e-06,2.0581024259424905
8.045426427794709e-06,2.154339262920781
1.329648409509971e-05,1.5635787587674639
1.0070752109531193e-05,1.883836256171231
1.883914522475939e-05,0.999999999499866
8.98423652836487e-06,2.2389612469976963
8.736784537427182e-06,2.072765521221171
8.932209953095472e-06,1.8644732935748352
8.893729885224045e-06,1.9144954403130205
9.68835332974143e-06,2.0141601599474472
8.563402752790788e-06,1.751235452468923
9.82760504660393e-06,2.097243914451477
9.490816957007818e-06,2.116916829962305
8.743709896693266e-06,2.199994699614706
8.845437960896111e-06,2.1721227076859138
