f_es,T_es,chisquared_avg,chisquared_000,chisquared_001,chisquared_002,chisquared_003,chisquared_004
1.66445068958206e-05,2.904188613585162,2767.080799207053,3447.436983840793,3811.2435214256147,1520.7975980359645,1522.040080266293,3533.8858124666003
1.6768705735295977e-05,2.904188613585162,2796.72617436919,3482.8562559131697,3849.1613102293736,1541.9590821640843,1540.3122029938518,3569.3420205454718
1.689290457477135e-05,2.904188613585162,2826.2755327565665,3518.1217326493565,3886.9425653813555,1563.1263987091193,1558.5614707812097,3604.6254962617913
1.7017103414246726e-05,2.904188613585162,2855.506579667778,3553.0116459117085,3924.143158613041,1583.9138878614199,1576.7741875810107,3639.6900183717116
1.7141302253722102e-05,2.904188613585162,2884.6454265792136,3587.7482944969547,3961.2348597439673,1604.7409672537287,1594.9478914728393,3674.5551199285765
1.7265501093197475e-05,2.904188613585162,2913.698025816676,3622.3409902308463,3998.2231525731427,1625.6054177104875,1613.0863547095385,3709.2342138593663
1.738969993267285e-05,2.904188613585162,2942.6696329772503,3656.7980048243867,4035.112880499106,1646.5052143738571,1631.1928880615037,3743.739177127397
1.7513898772148228e-05,2.904188613585162,2971.564897571253,3691.1267050517354,4071.9083291071825,1667.4384951799962,1649.2704013221025,3778.0805571952487
1.76380976116236e-05,2.904188613585162,3000.10839053999,3725.051791272554,4108.090077982185,1687.9810378606903,1667.2648740618145,3812.154171522704
1.7762296451098977e-05,2.904188613585162,3028.548347168008,3758.818703824578,4144.139744940643,1708.5317369700397,1685.2152005474622,3846.036349557319
1.7886495290574353e-05,2.904188613585162,3056.903607964778,3792.449013373134,4180.088164884175,1729.1102980193637,1703.1272789552058,3879.7432845920107
5.590810182512223e-06,2.923675932873479,549.7273525284384,370.39896550747363,492.43555705676994,378.9379564307097,858.066890274233,648.7973933730059
5.715009021987598e-06,2.923675932873479,543.4439244124925,376.3279253975045,503.00872515934606,359.69073173369895,828.3598991090186,649.8323406628944
5.8392078614629725e-06,2.923675932873479,542.8945879430197,388.0379403244461,519.3703820511442,345.4608495475414,805.6593006408735,655.9444671510934
5.963406700938348e-06,2.923675932873479,546.4466173926508,403.79288992641,539.9027702509682,334.88209916715414,787.7381941850061,665.9171334337153
6.087605540413723e-06,2.923675932873479,547.3996333580529,417.70725257000885,558.2797049232066,321.80002995869256,764.9012988016771,674.3098805366801
6.211804379889098e-06,2.923675932873479,543.5465432325366,428.10339017277136,572.2934418801615,304.1346199263303,733.9557327767393,679.2455314066802
6.336003219364473e-06,2.923675932873479,546.4918330794146,444.712646746783,592.7576374575447,292.76775799330125,712.0677606436134,690.1533625558309
6.460202058839848e-06,2.923675932873479,553.9774386956893,465.42420357404126,617.5690019279385,285.6636451522424,696.0477545220473,705.1825883021768
6.584400898315223e-06,2.923675932873479,564.7930576688116,489.11146700224907,645.6019344546709,281.7208664882969,684.1723111753034,723.3587092235377
