f_es,T_es,chisquared
1e-10,0.11,48448.014784767176
1.2618568830660183e-10,0.11,53050.400726039
1.592282793341094e-10,0.11,48007.249606656886
2.0092330025650458e-10,0.11,48351.92781927066
2.5353644939701164e-10,0.11,55400.60317626188
3.1992671377973845e-10,0.11,44638.30381354083
4.03701725859655e-10,0.11,44517.174444495475
5.094138014816385e-10,0.11,49245.06314821303
6.428073117284319e-10,0.11,48457.13998143839
8.111308307896856e-10,0.11,48980.33850840307
1.0235310218990269e-09,0.11,49042.11644172451
1.2915496650148826e-09,0.11,45057.36899466405
1.6297508346206469e-09,0.11,30846.51711734559
2.0565123083486515e-09,0.11,35691.02832027276
2.595024211399732e-09,0.11,29487.901473731974
3.2745491628777316e-09,0.11,29950.959580687217
4.132012400115335e-09,0.11,32872.87077846676
5.214008287999674e-09,0.11,29742.41653812452
6.579332246575682e-09,0.11,30947.82644961655
8.302175681319736e-09,0.11,31543.56521421647
1.0476157527896662e-08,0.11,22349.893579402116
1.3219411484660288e-08,0.11,21541.770779626775
1.6681005372000592e-08,0.11,22658.875670043628
2.104904144512022e-08,0.11,21800.401023041137
2.656087782946684e-08,0.11,25704.858819768677
3.351602650938841e-08,0.11,17406.81860970337
4.229242874389499e-08,0.11,21544.128962285875
5.336699231206302e-08,0.11,17650.996386617386
6.734150657750828e-08,0.11,18150.69659690908
8.497534359086438e-08,0.11,15671.293280789952
1.0722672220103232e-07,0.11,17945.625881571472
1.3530477745798075e-07,0.11,14998.747954586015
1.7073526474706888e-07,0.11,14581.545878146633
2.1544346900318867e-07,0.11,13825.66108570435
2.71858824273294e-07,0.11,13200.919606193853
3.4304692863149193e-07,0.11,13671.401446742151
4.3287612810830616e-07,0.11,12926.81339109099
5.462277217684337e-07,0.11,12543.18568767507
6.892612104349695e-07,0.11,12306.838246605967
8.697490026177835e-07,0.11,11119.683863414488
1.0974987654930568e-06,0.11,11095.159691912497
1.3848863713938717e-06,0.11,11935.12848573925
1.747528400007683e-06,0.11,10164.371546433827
2.2051307399030456e-06,0.11,8869.57209193088
2.782559402207126e-06,0.11,10204.308493272223
3.5111917342151275e-06,0.11,8939.824856480704
4.430621457583877e-06,0.11,9520.81855799261
5.590810182512223e-06,0.11,8482.777480079603
