f_e,T_e
8.44358866189717e-06,2.023757071974559
1.1055698916477883e-05,1.8508498710210128
1.6833694077517926e-05,1.1263538003199016
1.2465153050940558e-05,1.6999999755939905
1.0658206275312242e-05,2.0999999994425194
1.4156117735502935e-05,1.299999993637384
9.804868658273035e-06,1.8999986226761933
1.3601693002382375e-05,1.2720327150118371
1.0183597017780748e-05,1.868506808030884
9.037654010495649e-06,1.9399915256899454
1.1066261202248125e-05,2.031887197052721
9.355555877472844e-06,1.9286785687765189
9.593429662574917e-06,2.0889282578984885
9.748571159209069e-06,1.3667188108622321
1.4802039742009952e-05,1.5262055932510845
1.434498160923922e-05,1.3568111864798165
8.156478980968718e-06,2.525277691484992
8.619261996267593e-06,2.6999999923131943
1.9372808468782684e-05,1.099999990931648
1.0486416456767522e-05,1.799999999709689
1.2784687612595599e-05,1.639168607952537
9.825703802603064e-06,2.299999997857025
1.2668407498140025e-05,1.5999999933655986
8.623385822257456e-06,1.941312082899271
7.92694510503101e-06,2.2592151775007694
1.326577608433158e-05,1.1999999851989553
1.0614038467309692e-05,1.9030323299158411
1.1940715295453486e-05,1.7464818970345897
1.14600263674229e-05,1.7999998825510326
1.2446480568940864e-05,1.4207910199652236
1.1937221398896052e-05,1.499999965109619
1.55266874161223e-05,1.3999998982959103
1.0345861717688777e-05,2.0999999982024433
1.0022425380404339e-05,2.2613947716801293
1.3287723956124961e-05,1.5389401502656554
8.602988376671604e-06,1.9114856344563007
1.829355515014489e-05,1.0468667807050351
1.5236231607592015e-05,1.2999999905379829
6.569967203784418e-06,3.3515849819517176
1.0072421751445744e-05,2.3175149101998107
9.738625906147541e-06,2.3248692656986925
9.78406042177552e-06,2.3999999918013923
1.1119112999401162e-05,1.7999999960117798
8.437802032884056e-06,2.599997478652523
1.2718791252525138e-05,1.5611731838120941
1.0106524783404921e-05,2.130514575145495
1.0521956848077112e-05,2.1596745838889695
1.199789503008247e-05,1.799999997062349
9.771270583206793e-06,2.0999999926744604
1.1942853635549556e-05,1.4000000002504105
1.0176618010844613e-05,1.7468250669607033
8.146350176306339e-06,1.8655058582074688
9.005692848599239e-06,2.399999992421354
7.359223198771497e-06,2.099999994262153
9.783439999426572e-06,2.4468000451772447
1.429457803745411e-05,1.3935417223496653
1.1128514708579051e-05,1.9536166930768804
9.515524420897039e-06,2.045044532258893
7.782265009704745e-06,2.053906061799024
1.2871883109815109e-05,1.7000057271695506
8.300656106255875e-06,2.0999999925252
9.723059145101965e-06,2.233987274414261
9.096583793635682e-06,2.1712375669272617
9.37731429816595e-06,2.1519353411928464
1.0560805564570252e-05,1.8160136349753413
1.2101141923319229e-05,1.9354258472415273
9.578667622930523e-06,2.1999999931196537
9.946403655815995e-06,1.5341933132237333
1.0506352284061376e-05,2.499999997470197
6.1800735598917925e-06,3.5628741890215627
1.3885460137502633e-05,1.4999999905324062
1.1106006726511483e-05,1.9001934959372448
1.2042965018933344e-05,1.7999999917395573
8.321584749263388e-06,2.3000000201882234
1.1329793190970848e-05,1.8677041366655838
1.367554480533325e-05,1.4999998961166783
9.30258463733718e-06,2.8000015507260936
1.537268880111377e-05,1.299999933981173
1.1370301687873364e-05,1.9447626606058195
1.1479702200089675e-05,1.8493297216575073
1.5514113500739593e-05,1.299999866181359
1.1502741404972405e-05,1.6117095475088463
1.0662100366710149e-05,1.9316760921909846
1.2723151889245366e-05,1.364132515490172
1.2540894758363323e-05,1.6248278795671192
1.138977666365413e-05,1.8999999727893524
9.603891869621825e-06,2.0087115349494757
1.5724596170203936e-05,1.499999997896006
9.397360843571405e-06,1.923604924582958
9.080023349004583e-06,2.340193440921126
8.968344456811298e-06,2.1000000089320965
1.3424850966857688e-05,1.4475320559470253
1.0696098742306218e-05,1.6000125892733756
1.2084359677186311e-05,1.5442820813857512
9.51652314040182e-06,2.121853352476851
1.3408615000919991e-05,1.5382754740850761
1.0680057405966705e-05,2.0334249688314516
1.2393206343467481e-05,1.5118895624812418
1.0820998419125051e-05,1.8999999950751405
7.65316098398126e-06,2.1938988984130434
