f_es,T_es,chisquared
5.590810182512223e-06,1.228279154789879,3057.6098927513003
5.715009021987598e-06,1.228279154789879,2979.908460938766
5.8392078614629725e-06,1.228279154789879,2908.344992895188
5.963406700938348e-06,1.228279154789879,2841.0877070933952
6.087605540413723e-06,1.228279154789879,2770.0006909095437
6.211804379889098e-06,1.228279154789879,2692.855319439386
6.336003219364473e-06,1.228279154789879,2623.8431548951676
6.460202058839848e-06,1.228279154789879,2560.0408329246784
6.584400898315223e-06,1.228279154789879,2499.9941984343513
6.7085997377905975e-06,1.228279154789879,2440.377596619094
6.832798577265973e-06,1.228279154789879,2375.6758135336936
6.956997416741348e-06,1.228279154789879,2316.657474804565
7.081196256216723e-06,1.228279154789879,2261.514241876976
7.205395095692098e-06,1.228279154789879,2209.2799757691637
7.3295939351674735e-06,1.228279154789879,2158.9566249362088
7.453792774642848e-06,1.228279154789879,2105.0438268872153
7.577991614118223e-06,1.228279154789879,2054.9979218053772
7.702190453593599e-06,1.228279154789879,2007.7467381340248
7.826389293068973e-06,1.228279154789879,1962.6817859636449
7.950588132544348e-06,1.228279154789879,1919.4311930143124
8.074786972019724e-06,1.228279154789879,1874.7370193478562
8.198985811495098e-06,1.228279154789879,1832.3888892569323
8.323184650970473e-06,1.228279154789879,1792.0455915686002
8.44738349044585e-06,1.228279154789879,1753.3219353103038
8.571582329921224e-06,1.228279154789879,1715.9761213047113
8.695781169396598e-06,1.228279154789879,1680.1923937500137
8.819980008871974e-06,1.228279154789879,1645.9338763285061
8.944178848347349e-06,1.228279154789879,1612.8243658554234
9.068377687822723e-06,1.228279154789879,1580.6650405161788
9.1925765272981e-06,1.228279154789879,1549.3393966361834
9.316775366773474e-06,1.228279154789879,1521.2798391028562
9.440974206248849e-06,1.228279154789879,1494.9981438010186
9.565173045724225e-06,1.228279154789879,1469.0574385836214
9.6893718851996e-06,1.228279154789879,1443.406975764936
9.813570724674974e-06,1.228279154789879,1418.0367432206901
9.93776956415035e-06,1.228279154789879,1394.4369655755227
1.0061968403625723e-05,1.228279154789879,1372.2981985713518
1.01861672431011e-05,1.228279154789879,1350.2435051476548
1.0310366082576475e-05,1.228279154789879,1328.280137634375
1.0434564922051848e-05,1.228279154789879,1306.4323949450147
1.0558763761527224e-05,1.228279154789879,1285.717350683713
