f_es,T_es,chisquared
1e-10,0.11,53436.243957790626
3.162277660168379e-08,0.11,9170.082974496021
1e-05,0.11,6194.013523846954
0.0031622776601683794,0.11,53428.40521011174
1.0,0.11,9108.339086018832
1e-10,1.475804865149861,5998.21211933743
3.162277660168379e-08,1.475804865149861,51340.447438914925
1e-05,1.475804865149861,649.9561553734959
0.0031622776601683794,1.475804865149861,6452.280056155259
1.0,1.475804865149861,30876.8201967854
1e-10,19.8,28233.73132037497
3.162277660168379e-08,19.8,30825.94752198508
1e-05,19.8,29328.58926212282
0.0031622776601683794,19.8,28947.82682419225
1.0,19.8,31028.787448808194
