T_e,k_min,k_max
0.1,1.7868406802291212e-14,1.7868406802291212e-14
0.2,4.007309498898952e-14,4.007309498898952e-14
0.30000000000000004,5.000256421172746e-14,5.000256421172746e-14
0.4,5.443626339020481e-14,5.443626339020481e-14
0.5,5.6205339790861224e-14,5.6205339790861224e-14
0.6,5.653407880819283e-14,5.653407880819283e-14
0.7000000000000001,5.603915227295041e-14,5.603915227295041e-14
0.8,5.506528466734533e-14,5.506528466734533e-14
0.9,5.3817475193275054e-14,5.3817475193275054e-14
1.0,5.2422040503938714e-14,5.2422040503938714e-14
1.1,5.0958322798222744e-14,5.0958322798222744e-14
1.2000000000000002,4.94765373842265e-14,4.94765373842265e-14
1.3000000000000003,4.800837595774957e-14,4.800837595774957e-14
1.4000000000000001,4.657354542871895e-14,4.657354542871895e-14
1.5000000000000002,4.5183909965768655e-14,4.5183909965768655e-14
1.6,4.3846167951650046e-14,4.3846167951650046e-14
1.7000000000000002,4.2563608875817394e-14,4.2563608875817394e-14
1.8000000000000003,4.133728014777165e-14,4.133728014777165e-14
1.9000000000000001,4.016676900315748e-14,4.016676900315748e-14
2.0,3.905072981792236e-14,3.905072981792236e-14
2.1,3.7987241068220744e-14,3.7987241068220744e-14
2.2,3.6974047202667697e-14,3.6974047202667697e-14
2.3000000000000003,3.600872215093449e-14,3.600872215093449e-14
2.4000000000000004,3.508877914206947e-14,3.508877914206947e-14
2.5000000000000004,3.421174356936908e-14,3.421174356936908e-14
2.6,3.3375200349752437e-14,3.3375200349752437e-14
2.7,3.257682366404066e-14,3.257682366404066e-14
2.8000000000000003,3.1814394543651694e-14,3.1814394543651694e-14
2.9000000000000004,3.108581010986095e-14,3.108581010986095e-14
3.0000000000000004,3.038908712590532e-14,3.038908712590532e-14
3.1,2.97223617257016e-14,2.97223617257016e-14
3.2,2.9083886626108357e-14,2.9083886626108357e-14
3.3000000000000003,2.847202673846265e-14,2.847202673846265e-14
3.4000000000000004,2.7885253819184855e-14,2.7885253819184855e-14
3.5000000000000004,2.732214060400407e-14,2.732214060400407e-14
3.6,2.678135473192201e-14,2.678135473192201e-14
3.7,2.6261652666779356e-14,2.6261652666779356e-14
3.8000000000000003,2.576187375457687e-14,2.576187375457687e-14
3.9000000000000004,2.5280934505333554e-14,2.5280934505333554e-14
4.0,2.4817823153434102e-14,2.4817823153434102e-14
4.1,2.4371594525999377e-14,2.4371594525999377e-14
4.2,2.3941365231858227e-14,2.3941365231858227e-14
4.3,2.352630917209429e-14,2.352630917209429e-14
4.3999999999999995,2.312565336536775e-14,2.312565336536775e-14
4.5,2.2738674076174004e-14,2.2738674076174004e-14
4.6,2.2364693231108146e-14,2.2364693231108146e-14
4.7,2.200307510648477e-14,2.200307510648477e-14
4.8,2.165322326990345e-14,2.165322326990345e-14
4.9,2.1314577758251508e-14,2.1314577758251508e-14
5.0,2.0986612474984377e-14,2.0986612474984377e-14
5.1,2.066883279016229e-14,2.066883279016229e-14
5.2,2.036077332754137e-14,2.036077332754137e-14
5.3,2.0061995923938005e-14,2.0061995923938005e-14
5.4,1.9772087747052243e-14,1.9772087747052243e-14
5.5,1.9490659558910983e-14,1.9490659558910983e-14
5.6,1.9217344113048158e-14,1.9217344113048158e-14
5.7,1.8951794674461177e-14,1.8951794674461177e-14
5.8,1.86936836522583e-14,1.86936836522583e-14
