T_e,k_min,k_max
0.1,2.6465267379252906e-75,8.514616373137618e-75
0.2,7.430048940752211e-46,3.283696682831146e-45
0.30000000000000004,5.6959469076115175e-36,2.245052840157172e-35
0.4,5.440236767547202e-31,1.8069001783411996e-30
0.5,5.5888398948385255e-28,1.5661460997626262e-27
0.6,5.911449709850818e-26,1.4155435770396006e-25
0.7000000000000001,1.6977851277071315e-24,3.524899634279328e-24
0.8,2.1510278074298548e-23,3.927259163883061e-23
0.9,1.568719505522438e-22,2.561596270356153e-22
1.0,7.494667893861574e-22,1.1490152665435873e-21
1.1,2.7093918325236668e-21,3.9259577571559764e-21
1.2000000000000002,7.941612991976402e-21,1.1005459473770117e-20
1.3000000000000003,1.980036818394325e-20,2.6876537071514787e-20
1.4000000000000001,4.345682737382626e-20,5.785454154153879e-20
1.5000000000000002,8.610054123220394e-20,1.1256273752890451e-19
1.6,1.5694266826980867e-19,2.0170876486546086e-19
1.7000000000000002,2.6703365406975504e-19,3.3774592200361046e-19
1.8000000000000003,4.2893699240383467e-19,5.407046797571738e-19
1.9000000000000001,6.563124776805455e-19,8.366511057590203e-19
2.0,9.634610843312223e-19,1.2398324983015013e-18
2.1,1.3648747627147192e-18,1.7702647803153233e-18
2.2,1.845710613405508e-18,2.447518964566124e-18
2.3000000000000003,2.413435356050868e-18,3.290150274914314e-18
2.4000000000000004,3.0858624979765387e-18,4.315235800265309e-18
2.5000000000000004,3.8685353879191775e-18,5.538027113153313e-18
2.6,4.765722006304592e-18,6.971714038808173e-18
2.7,5.7804472428366454e-18,8.627289149681238e-18
2.8000000000000003,6.914557680378679e-18,1.0513498930309146e-17
2.9000000000000004,8.168808990682438e-18,1.263686616235744e-17
3.0000000000000004,9.542967577814972e-18,1.5001768229042143e-17
3.1,1.1035919683865645e-17,1.761055716064286e-17
3.2,1.264578265823482e-17,2.046370890197213e-17
3.3000000000000003,1.4370014411836865e-17,2.355999116623877e-17
3.4000000000000004,1.6205518200359142e-17,2.689664113863308e-17
3.5000000000000004,1.8148740803539245e-17,3.0469546077662674e-17
3.6,2.0195762903569467e-17,3.4273421461334746e-17
3.7,2.2342381036657862e-17,3.830198270746665e-17
