T_e,k_min,k_max
0.1,1.7941627007264307e-16,1.7941627007264307e-16
0.2,2.1759326534884626e-15,2.1759326534884626e-15
0.30000000000000004,4.7279224880281255e-15,4.7279224880281255e-15
0.4,6.695503111986387e-15,6.695503111986387e-15
0.5,8.014727100849567e-15,8.014727100849567e-15
0.6,8.842195688016801e-15,8.842195688016801e-15
0.7000000000000001,9.32730159417716e-15,9.32730159417716e-15
0.8,9.57950993709084e-15,9.57950993709084e-15
0.9,9.67416329119505e-15,9.67416329119505e-15
1.0,9.66242188746113e-15,9.66242188746113e-15
1.1,9.579106785129122e-15,9.579106785129122e-15
1.2000000000000002,9.448096072856127e-15,9.448096072856127e-15
1.3000000000000003,9.285902495023697e-15,9.285902495023697e-15
1.4000000000000001,9.104031701387726e-15,9.104031701387726e-15
1.5000000000000002,8.910546279655171e-15,8.910546279655171e-15
1.6,8.711114344990624e-15,8.711114344990624e-15
1.7000000000000002,8.509721350090158e-15,8.509721350090158e-15
1.8000000000000003,8.30915940171196e-15,8.30915940171196e-15
1.9000000000000001,8.11136770740624e-15,8.11136770740624e-15
2.0,7.917672107730181e-15,7.917672107730181e-15
2.1,7.728955327671863e-15,7.728955327671863e-15
2.2,7.545779089246467e-15,7.545779089246467e-15
2.3000000000000003,7.368472398501396e-15,7.368472398501396e-15
2.4000000000000004,7.197195817703904e-15,7.197195817703904e-15
2.5000000000000004,7.0319885264233034e-15,7.0319885264233034e-15
2.6,6.872802941731397e-15,6.872802941731397e-15
2.7,6.719530276186664e-15,6.719530276186664e-15
2.8000000000000003,6.5720194492416285e-15,6.5720194492416285e-15
2.9000000000000004,6.430091094184621e-15,6.430091094184621e-15
3.0000000000000004,6.293547927001605e-15,6.293547927001605e-15
3.1,6.162182404426612e-15,6.162182404426612e-15
3.2,6.035782354637314e-15,6.035782354637314e-15
3.3000000000000003,5.9141350873656e-15,5.9141350873656e-15
3.4000000000000004,5.7970303612067215e-15,5.7970303612067215e-15
3.5000000000000004,5.684262491105906e-15,5.684262491105906e-15
3.6,5.575631808882402e-15,5.575631808882402e-15
3.7,5.4709456374904255e-15,5.4709456374904255e-15
3.8000000000000003,5.370018900709849e-15,5.370018900709849e-15
3.9000000000000004,5.272674460648601e-15,5.272674460648601e-15
4.0,5.1787432533172836e-15,5.1787432533172836e-15
4.1,5.088064275775103e-15,5.088064275775103e-15
4.2,5.000484465601694e-15,5.000484465601694e-15
4.3,4.915858503729125e-15,4.915858503729125e-15
4.3999999999999995,4.834048564235317e-15,4.834048564235317e-15
4.5,4.754924029003486e-15,4.754924029003486e-15
4.6,4.6783611807788545e-15,4.6783611807788545e-15
4.7,4.604242884792403e-15,4.604242884792403e-15
4.8,4.532458266535885e-15,4.532458266535885e-15
4.9,4.462902391283377e-15,4.462902391283377e-15
5.0,4.395475949425716e-15,4.395475949425716e-15
5.1,4.330084950510267e-15,4.330084950510267e-15
5.2,4.266640427979396e-15,4.266640427979396e-15
5.3,4.205058155914689e-15,4.205058155914689e-15
5.4,4.1452583785725555e-15,4.1452583785725555e-15
5.5,4.087165553103435e-15,4.087165553103435e-15
5.6,4.0307081055524e-15,4.0307081055524e-15
5.7,3.975818200021552e-15,3.975818200021552e-15
5.8,3.922431520716564e-15,3.922431520716564e-15
5.9,3.870487066487544e-15,3.870487066487544e-15
