T_e,k_min,k_max
0.1,2.088400659829411e-16,2.088400659829411e-16
0.2,1.4581088187945324e-14,1.4581088187945324e-14
0.30000000000000004,6.215588202035802e-14,6.215588202035802e-14
0.4,1.3059881418525695e-13,1.3059881418525695e-13
0.5,2.0639377719574256e-13,2.0639377719574256e-13
0.6,2.8262730901844607e-13,2.8262730901844607e-13
0.7000000000000001,3.5636000301536985e-13,3.5636000301536985e-13
0.8,4.265216301122385e-13,4.265216301122385e-13
0.9,4.928670558060481e-13,4.928670558060481e-13
1.0,5.554998410168037e-13,5.554998410168037e-13
1.1,6.146582272611623e-13,6.146582272611623e-13
1.2000000000000002,6.706196695847642e-13,6.706196695847642e-13
1.3000000000000003,7.236592576099728e-13,7.236592576099728e-13
1.4000000000000001,7.740328540073739e-13,7.740328540073739e-13
1.5000000000000002,8.219715690252877e-13,8.219715690252877e-13
1.6,8.676813279025372e-13,8.676813279025372e-13
1.7000000000000002,9.113445868306621e-13,9.113445868306621e-13
1.8000000000000003,9.53122809976943e-13,9.53122809976943e-13
1.9000000000000001,9.931590668709686e-13,9.931590668709686e-13
2.0,1.0315804707992945e-12,1.0315804707992945e-12
2.1,1.0685003532376998e-12,1.0685003532376998e-12
2.2,1.1040201518119206e-12,1.1040201518119206e-12
2.3000000000000003,1.1382310262630073e-12,1.1382310262630073e-12
2.4000000000000004,1.1712152314767814e-12,1.1712152314767814e-12
2.5000000000000004,1.2030472804062886e-12,1.2030472804062886e-12
2.6,1.2337949285142946e-12,1.2337949285142946e-12
2.7,1.263520008119128e-12,1.263520008119128e-12
2.8000000000000003,1.2922791371814245e-12,1.2922791371814245e-12
2.9000000000000004,1.3201243232980154e-12,1.3201243232980154e-12
3.0000000000000004,1.3471034802601629e-12,1.3471034802601629e-12
3.1,1.373260871580333e-12,1.373260871580333e-12
3.2,1.3986374928955076e-12,1.3986374928955076e-12
3.3000000000000003,1.4232714030756446e-12,1.4232714030756446e-12
3.4000000000000004,1.4471980121489452e-12,1.4471980121489452e-12
3.5000000000000004,1.4704503327451512e-12,1.4704503327451512e-12
3.6,1.4930592006026702e-12,1.4930592006026702e-12
3.7,1.5150534687397837e-12,1.5150534687397837e-12
3.8000000000000003,1.5364601791163213e-12,1.5364601791163213e-12
3.9000000000000004,1.5573047149782965e-12,1.5573047149782965e-12
4.0,1.5776109365578438e-12,1.5776109365578438e-12
4.1,1.5974013023732286e-12,1.5974013023732286e-12
4.2,1.6166969780213049e-12,1.6166969780213049e-12
4.3,1.635517934063615e-12,1.635517934063615e-12
