T_e,k_min,k_max
0.1,6.3592488853153e-24,6.3592488853153e-24
0.2,1.3231564158757418e-18,1.3231564158757418e-18
0.30000000000000004,8.181426860132801e-17,8.181426860132801e-17
0.4,6.349251324195904e-16,6.349251324195904e-16
0.5,2.143616452014858e-15,2.143616452014858e-15
0.6,4.782009102113048e-15,4.782009102113048e-15
0.7000000000000001,8.432956798713874e-15,8.432956798713874e-15
0.8,1.2855325105959827e-14,1.2855325105959827e-14
0.9,1.779861701430307e-14,1.779861701430307e-14
1.0,2.3051008135551284e-14,2.3051008135551284e-14
1.1,2.845005157150362e-14,2.845005157150362e-14
1.2000000000000002,3.3878041585036605e-14,3.3878041585036605e-14
1.3000000000000003,3.92530231118929e-14,3.92530231118929e-14
1.4000000000000001,4.451991345267362e-14,4.451991345267362e-14
1.5000000000000002,4.9643154268979484e-14,4.9643154268979484e-14
1.6,5.4601077792473835e-14,5.4601077792473835e-14
1.7000000000000002,5.938175223341412e-14,5.938175223341412e-14
1.8000000000000003,6.397998270793115e-14,6.397998270793115e-14
1.9000000000000001,6.83951726435901e-14,6.83951726435901e-14
2.0,7.26298100445726e-14,7.26298100445726e-14
2.1,7.668840141517649e-14,7.668840141517649e-14
2.2,8.057672411208759e-14,8.057672411208759e-14
2.3000000000000003,8.430130440852838e-14,8.430130440852838e-14
2.4000000000000004,8.786905530916863e-14,8.786905530916863e-14
2.5000000000000004,9.128702737055972e-14,9.128702737055972e-14
2.6,9.456223943791665e-14,9.456223943791665e-14
2.7,9.77015658654721e-14,9.77015658654721e-14
2.8000000000000003,1.00711663604414e-13,1.00711663604414e-13
2.9000000000000004,1.0359892735644543e-13,1.0359892735644543e-13
3.0000000000000004,1.0636946439620188e-13,1.0636946439620188e-13
3.1,1.0902908308006908e-13,1.0902908308006908e-13
3.2,1.1158329077532749e-13,1.1158329077532749e-13
3.3000000000000003,1.1403729816718142e-13,1.1403729816718142e-13
3.4000000000000004,1.1639602777592483e-13,1.1639602777592483e-13
