T_e,k_min,k_max
0.1,1.1556831094693821e-14,1.1556831094693821e-14
0.2,3.812832920781045e-14,3.812832920781045e-14
0.30000000000000004,5.2649524811263715e-14,5.2649524811263715e-14
0.4,5.865956088038947e-14,5.865956088038947e-14
0.5,6.043461240850801e-14,6.043461240850801e-14
0.6,6.021413495187508e-14,6.021413495187508e-14
0.7000000000000001,5.908643011841229e-14,5.908643011841229e-14
0.8,5.758157864080464e-14,5.758157864080464e-14
0.9,5.59600639172598e-14,5.59600639172598e-14
1.0,5.434928044640298e-14,5.434928044640298e-14
1.1,5.2809410179460223e-14,5.2809410179460223e-14
1.2000000000000002,5.136616013415307e-14,5.136616013415307e-14
1.3000000000000003,5.002749037981586e-14,5.002749037981586e-14
1.4000000000000001,4.879235648089723e-14,4.879235648089723e-14
1.5000000000000002,4.765534963652506e-14,4.765534963652506e-14
1.6,4.660917575798664e-14,4.660917575798664e-14
1.7000000000000002,4.5645973114167364e-14,4.5645973114167364e-14
1.8000000000000003,4.4757996797810297e-14,4.4757996797810297e-14
1.9000000000000001,4.393795531846016e-14,4.393795531846016e-14
2.0,4.317915614157992e-14,4.317915614157992e-14
2.1,4.247554750490625e-14,4.247554750490625e-14
2.2,4.1821705543754723e-14,4.1821705543754723e-14
2.3000000000000003,4.121279431769588e-14,4.121279431769588e-14
2.4000000000000004,4.064451418469885e-14,4.064451418469885e-14
2.5000000000000004,4.011304703057409e-14,4.011304703057409e-14
2.6,3.961500288287698e-14,3.961500288287698e-14
2.7,3.914737016039872e-14,3.914737016039872e-14
2.8000000000000003,3.87074705165349e-14,3.87074705165349e-14
2.9000000000000004,3.8292918515465374e-14,3.8292918515465374e-14
3.0000000000000004,3.790158599480392e-14,3.790158599480392e-14
3.1,3.753157077686942e-14,3.753157077686942e-14
3.2,3.7181169310308935e-14,3.7181169310308935e-14
3.3000000000000003,3.68488528056414e-14,3.68488528056414e-14
3.4000000000000004,3.653324644359137e-14,3.653324644359137e-14
3.5000000000000004,3.623311126698264e-14,3.623311126698264e-14
3.6,3.59473284057163e-14,3.59473284057163e-14
3.7,3.567488532447832e-14,3.567488532447832e-14
3.8000000000000003,3.54148638213539e-14,3.54148638213539e-14
3.9000000000000004,3.5166429541007665e-14,3.5166429541007665e-14
