T_e,k_min,k_max
0.1,1.0936949088120946e-14,1.0936949088120946e-14
0.2,1.4321044097874295e-14,1.4321044097874295e-14
0.30000000000000004,1.5231501440540338e-14,1.5231501440540338e-14
0.4,1.5417362814243503e-14,1.5417362814243503e-14
0.5,1.5293505848118026e-14,1.5293505848118026e-14
0.6,1.501002477992861e-14,1.501002477992861e-14
0.7000000000000001,1.4637995758732082e-14,1.4637995758732082e-14
0.8,1.42177653687102e-14,1.42177653687102e-14
0.9,1.3774575121235859e-14,1.3774575121235859e-14
1.0,1.3324825090205952e-14,1.3324825090205952e-14
1.1,1.2879209969307066e-14,1.2879209969307066e-14
1.2000000000000002,1.2444580562868253e-14,1.2444580562868253e-14
1.3000000000000003,1.2025159502750114e-14,1.2025159502750114e-14
1.4000000000000001,1.1623370235808608e-14,1.1623370235808608e-14
1.5000000000000002,1.1240411784532622e-14,1.1240411784532622e-14
1.6,1.0876659243636943e-14,1.0876659243636943e-14
1.7000000000000002,1.0531942862712516e-14,1.0531942862712516e-14
1.8000000000000003,1.0205742067347122e-14,1.0205742067347122e-14
1.9000000000000001,9.897319800894897e-15,9.897319800894897e-15
2.0,9.605814995684878e-15,9.605814995684878e-15
2.1,9.330305685412496e-15,9.330305685412496e-15
2.2,9.069851552515617e-15,9.069851552515617e-15
2.3000000000000003,8.82352209344364e-15,8.82352209344364e-15
2.4000000000000004,8.590414751232522e-15,8.590414751232522e-15
2.5000000000000004,8.369666076778382e-15,8.369666076778382e-15
2.6,8.160458074604608e-15,8.160458074604608e-15
2.7,7.962021251388768e-15,7.962021251388768e-15
2.8000000000000003,7.773635436019865e-15,7.773635436019865e-15
2.9000000000000004,7.594629122527255e-15,7.594629122527255e-15
3.0000000000000004,7.424377862720859e-15,7.424377862720859e-15
3.1,7.262302076407934e-15,7.262302076407934e-15
3.2,7.107864534388654e-15,7.107864534388654e-15
3.3000000000000003,6.960567689576004e-15,6.960567689576004e-15
3.4000000000000004,6.819950975018084e-15,6.819950975018084e-15
3.5000000000000004,6.685588147599091e-15,6.685588147599091e-15
3.6,6.557084727994941e-15,6.557084727994941e-15
3.7,6.4340755676761395e-15,6.4340755676761395e-15
3.8000000000000003,6.316222559973469e-15,6.316222559973469e-15
3.9000000000000004,6.203212502729856e-15,6.203212502729856e-15
4.0,6.094755113623384e-15,6.094755113623384e-15
4.1,5.990581194978882e-15,5.990581194978882e-15
4.2,5.890440942155855e-15,5.890440942155855e-15
4.3,5.794102387953631e-15,5.794102387953631e-15
