T_e,k_min,k_max
0.1,7.204793631934556e-75,4.830752005908699e-74
0.2,7.544146398058018e-46,4.734571270026085e-45
0.30000000000000004,3.991141857733153e-36,2.3192668066005933e-35
0.4,3.108769011793341e-31,1.6682570132060094e-30
0.5,2.7915502403634646e-28,1.3891819762524969e-27
0.6,2.6712186656029817e-26,1.2401333395150846e-25
0.7000000000000001,7.078541034376034e-25,3.084081944913714e-24
0.8,8.383036267464074e-24,3.446161380869536e-23
0.9,5.791938596774503e-23,2.270663857673935e-22
1.0,2.7404197610798974e-22,1.050970885103196e-21
1.1,9.835081407784978e-22,3.6973391761143586e-21
1.2000000000000002,2.866650467820701e-21,1.0582056127635934e-20
1.3000000000000003,7.115365379257882e-21,2.582893671887368e-20
1.4000000000000001,1.555928883279125e-20,5.56096994228507e-20
1.5000000000000002,3.0732189954245904e-20,1.0826020735415631e-19
1.6,5.46890384257738e-20,1.9415743236106628e-19
1.7000000000000002,8.921912951660281e-20,3.253931934308559e-19
1.8000000000000003,1.3789016624215492e-19,5.1530872650428015e-19
1.9000000000000001,2.0361519224797231e-19,7.779603906752367e-19
2.0,2.8922592503927734e-19,1.1275785624816792e-18
2.1,3.973772147072933e-19,1.5780665495922986e-18
2.2,5.304729871006814e-19,2.1425697374131902e-18
2.3000000000000003,6.906140236823281e-19,2.833130417223173e-18
2.4000000000000004,8.795659647759845e-19,3.6604322387117304e-18
2.5000000000000004,1.098744820861141e-18,4.633630205026344e-18
2.6,1.3492168173280547e-18,5.760257179417282e-18
2.7,1.6317093729489212e-18,7.046195347902353e-18
2.8000000000000003,1.946630251151076e-18,8.495700306799261e-18
2.9000000000000004,2.2940923000571764e-18,1.0111465827305586e-17
3.0000000000000004,2.673941625932952e-18,1.1894718425128638e-17
3.1,3.08578747050041e-18,1.384533228929064e-17
3.2,3.529032454106482e-18,1.5961956665627287e-17
3.3000000000000003,4.0029021885767405e-18,1.8242149296676814e-17
3.4000000000000004,4.506473550718229e-18,2.0682510902698876e-17
3.5000000000000004,5.03870114114108e-18,2.3278816904398168e-17
3.6,5.598441638071416e-18,2.6026143621638897e-17
3.7,6.184475898432276e-18,2.891898703733092e-17
3.8000000000000003,6.795528765391141e-18,3.1951372905529916e-17
3.9000000000000004,7.430286619258902e-18,3.5116957526609416e-17
4.0,8.087412762896904e-18,3.840911893089498e-17
4.1,8.7655607686915e-18,4.182103852583953e-17
4.2,9.463385935932564e-18,4.5345773489574794e-17
4.3,1.017955501857055e-17,4.8976320352303117e-17
4.3999999999999995,1.0912754386636013e-17,5.2705670310987545e-17
4.5,1.1661696782311732e-17,5.652685688436971e-17
4.6,1.242512682548735e-17,6.043299654460108e-17
4.7,1.3201825414933587e-17,6.441732296693961e-17
4.8,1.3990613161014003e-17,6.84732155266366e-17
4.9,1.4790352974856945e-17,7.259422264754904e-17
5.0,1.5599951927680938e-17,7.677408057422808e-17
5.1,1.6415177845030198e-17,8.100672810140428e-17
5.2,1.7233155475948464e-17,8.528631775428137e-17
5.3,1.8057175461610526e-17,8.960722387163906e-17
5.4,1.8886329286808095e-17,9.396404800271331e-17
5.5,1.9719757173222894e-17,9.835162198907641e-17
5.6,2.0556647155666395e-17,1.0276500906489677e-16
5.7,2.1396233943737225e-17,1.0719950327340515e-16
5.8,2.223779761384457e-17,1.1165062746435757e-16
5.9,2.308066217040466e-17,1.161141301068505e-16
6.0,2.3924194009545005e-17,1.2058598112402344e-16
6.1,2.476780031379889e-17,1.2506236693091098e-16
6.2,2.561092740198724e-17,1.2953968483387135e-16
6.3,2.6453059054716933e-17,1.340145369294916e-16
6.4,2.729371483262316e-17,1.3848372362249484e-16
6.5,2.813244840160107e-17,1.4294423686578646e-16
6.6,2.896884587676548e-17,1.4739325321122163e-16
6.7,2.9802524194704226e-17,1.5182812674678102e-16
6.8,3.063312952171447e-17,1.5624638198446422e-16
6.9,3.146033570409645e-17,1.6064570675319242e-16
7.0,3.22838427651955e-17,1.650239451422241e-16
7.1,3.310337545270179e-17,1.6937909053289595e-16
7.2,3.391868183871396e-17,1.7370927874979273e-16
7.3,3.4729531974223914e-17,1.7801278135661204e-16
7.4,3.553571659896726e-17,1.8228799911693073e-16
7.5,3.6337045906987296e-17,1.8653345563570202e-16
7.6,3.7133348367767266e-17,1.907477911935468e-16
7.7,3.792446960237823e-17,1.9492975678266513e-16
7.8,3.8710271313760446e-17,1.990782083504307e-16
7.9,3.949063026999085e-17,2.0319210125438167e-16
8.0,4.026543733917899e-17,2.07270484930325e-16
8.1,4.103459657447313e-17,2.1131249777360075e-16
8.2,4.179802434753583e-17,2.1531736223215177e-16
8.3,4.2555648528762396e-17,2.1928438010888276e-16
8.4,4.330740771245631e-17,2.232129280698402e-16
8.5,4.405325048514364e-17,2.2710245335397505e-16
8.6,4.479313473519299e-17,2.3095246967962957e-16
8.7,4.552702700191231e-17,2.3476255334240753e-16
8.8,4.625490186230996e-17,2.385323394987225e-16
8.9,4.697674135373599e-17,2.4226151862904493e-16
9.0,4.7692534430655947e-17,2.4594983317468597e-16
9.1,4.8402276453855e-17,2.4959707434184185e-16
9.2,4.910596871041786e-17,2.532030790665663e-16
9.3,4.9803617962885484e-17,2.5676772713433777e-16
9.4,5.049523602604489e-17,2.602909384479258e-16
9.5,5.118083936986757e-17,2.6377267043733296e-16
9.6,5.186044874717164e-17,2.672129156056933e-16
9.700000000000001,5.253408884464274e-17,2.7061169920513203e-16
9.8,5.320178795590946e-17,2.7396907703673454e-16
9.9,5.3863577675427805e-17,2.7728513336893443e-16
10.0,5.451949261198878e-17,2.805599789687923e-16
10.1,5.51695701207199e-17,2.8379374924082486e-16
10.200000000000001,5.581385005250763e-17,2.869866024682134e-16
10.3,5.645237451982259e-17,2.9013871815142226e-16
10.4,5.708518767798124e-17,2.93250295439429e-16
10.5,5.771233552092895e-17,2.963215516489725e-16
10.6,5.833386569067824e-17,2.993527208673971e-16
10.700000000000001,5.894982729958256e-17,3.0234405263486613e-16
10.8,5.956027076467102e-17,3.0529581070189433e-16
10.9,6.016524765331234e-17,3.082082718583279e-16
11.0,6.076481053951728e-17,3.1108172483007295e-16
11.1,6.13590128702277e-17,3.1391646924004515e-16
11.200000000000001,6.194790884097759e-17,3.1671281462997297e-16
11.3,6.253155328034682e-17,3.194710795398489e-16
11.4,6.31100015426616e-17,3.221915906419725e-16
11.5,6.368330940842734e-17,3.248746819266814e-16
11.6,6.425153299201038e-17,3.27520693937002e-16
11.700000000000001,6.481472865611221e-17,3.30129973049594e-16
11.8,6.537295293260862e-17,3.3270287079948927e-16
11.9,6.592626244934956e-17,3.352397432462549e-16
12.0,6.647471386254126e-17,3.377409503793239e-16
12.1,6.701836379435426e-17,3.402068555603594e-16
12.200000000000001,6.7557268775422e-17,3.426378250006222e-16
12.3,6.809148519191544e-17,3.4503422727141684e-16
12.4,6.862106923689858e-17,3.4739643284579495e-16
12.5,6.914607686568607e-17,3.4972481366978173e-16
12.6,6.966656375494311e-17,3.520197427614912e-16
12.700000000000001,7.018258526528259e-17,3.542815938365739e-16
12.8,7.0694196407129e-17,3.5651074095852853e-16
12.9,7.120145180963433e-17,3.587075582124817e-16
13.0,7.170440569244272e-17,3.608724194011183e-16
13.1,7.220311184011443e-17,3.630056977615131e-16
13.200000000000001,7.26976235790304e-17,3.651077657016796e-16
13.3,7.318799375661061e-17,3.6717899455571873e-16
13.4,7.367427472268951e-17,3.692197543565079e-16
13.5,7.415651831290094e-17,3.7123041362492733e-16
13.6,7.463477583393535e-17,3.7321133917467657e-16
13.700000000000001,7.510909805053936e-17,3.7516289593178356e-16
13.8,7.557953517413727e-17,3.7708544676795854e-16
13.9,7.604613685296006e-17,3.7897935234698935e-16
14.0,7.650895216357643e-17,3.80844970983422e-16
14.1,7.696802960372511e-17,3.8268265851280323e-16
14.200000000000001,7.7423417086356e-17,3.844927681728157e-16
14.3,7.787516193479185e-17,3.86275650494654e-16
14.4,7.832331087892893e-17,3.880316532040447e-16
14.5,7.876791005239976e-17,3.8976112113133076e-16
14.6,7.920900499062624e-17,3.9146439613008126e-16
14.700000000000001,7.964664062969543e-17,3.9314181700371546e-16
14.8,8.008086130599562e-17,3.9479371943965496e-16
14.9,8.05117107565532e-17,3.964204359505485e-16
15.0,8.093923212001562e-17,3.980222958221376e-16
15.1,8.136346793822856e-17,3.995996250673543e-16
15.200000000000001,8.17844601583593e-17,4.011527463862657e-16
15.3,8.220225013552088e-17,4.0268197913150103e-16
15.4,8.261687863585547e-17,4.0418763927881853e-16
15.5,8.302838584003665e-17,4.056700394024856e-16
15.6,8.343681134715493e-17,4.07129488655167e-16
15.700000000000001,8.384219417895103e-17,4.085662927520306e-16
15.8,8.424457278436548e-17,4.09980753958797e-16
15.9,8.464398504437448e-17,4.113731710834769e-16
16.0,8.50404682770839e-17,4.127438394715502e-16
16.1,8.54340592430553e-17,4.1409305100435703e-16
16.200000000000003,8.582479415084011e-17,4.154210941004874e-16
16.3,8.621270866269867e-17,4.1672825371995804e-16
16.400000000000002,8.659783790048338e-17,4.180148113709905e-16
16.500000000000004,8.698021645166644e-17,4.192810451192028e-16
16.6,8.735987837549335e-17,4.2052722959904523e-16
16.700000000000003,8.77368572092459e-17,4.2175363602731905e-16
16.8,8.8111185974598e-17,4.229605322186218e-16
16.900000000000002,8.848289718405061e-17,4.2414818260258035e-16
17.000000000000004,8.88520228474309e-17,4.253168482427302e-16
17.1,8.92185944784444e-17,4.2646678685691767e-16
17.200000000000003,8.958264310126722e-17,4.2759825283910247e-16
17.3,8.994419925716809e-17,4.287114972824471e-16
17.400000000000002,9.030329301115016e-17,4.2980676800358594e-16
17.500000000000004,9.065995395860283e-17,4.308843095679754e-16
17.6,9.101421123195542e-17,4.31944363316226e-16
17.700000000000003,9.136609350732507e-17,4.3298716739133454e-16
17.8,9.171562901115049e-17,4.3401295676672286e-16
17.900000000000002,9.206284552680599e-17,4.3502196327501335e-16
18.000000000000004,9.240777040118896e-17,4.3601441563746164e-16
18.1,9.275043055127561e-17,4.3699053949397845e-16
18.200000000000003,9.30908524706392e-17,4.3795055743367563e-16
18.3,9.342906223592655e-17,4.3889468902587364e-16
18.400000000000002,9.376508551328835e-17,4.3982315085151425e-16
18.500000000000004,9.409894756475945e-17,4.407361565349231e-16
18.6,9.443067325458493e-17,4.416339167758713e-16
18.700000000000003,9.476028705549005e-17,4.425166393818913e-16
18.8,9.50878130548899e-17,4.433845293007971e-16
18.900000000000002,9.541327496103678e-17,4.442377886533729e-16
19.000000000000004,9.57366961091027e-17,4.45076616766186e-16
19.1,9.605809946719558e-17,4.459012102044922e-16
19.200000000000003,9.637750764230627e-17,4.467117628051952e-16
19.300000000000004,9.669494288618583e-17,4.475084657098315e-16
19.400000000000002,9.701042710115084e-17,4.482915073975488e-16
19.500000000000004,9.732398184581633e-17,4.490610737180519e-16
19.6,9.763562834075462e-17,4.498173479244881e-16
19.700000000000003,9.794538747407958e-17,4.505605107062519e-16
19.800000000000004,9.825327980695567e-17,4.51290740221681e-16
19.900000000000002,9.855932557903108e-17,4.520082121306293e-16
